Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Oval,,H,VVS1,1,1.5,60.8,60,Excellent,Excellent,Slightly Thick to Very Thick,None,8.21,5.47,3.33,4790,GIA,Medium
Pear,,E,VS1,1.06,1.65,61.3,59,Excellent,Excellent,Thin to Medium,Pointed,9.38,5.68,3.48,1070,IGI Lab-Grown,None
Marquise,,G,VS1,1.18,2.03,60.8,56,Good,Good,Medium to Very Thick,None,11.33,5.58,3.39,7900,GIA,None
Princess,Ideal,G,VVS1,1.01,1.02,74.9,70,Very Good,Very Good,Slightly Thick to Thick,None,5.44,5.34,4,3580,GIA,None
Marquise,,D,VS2,2.01,1.87,61.3,59,Excellent,Excellent,Slightly Thick to Thick,None,12.38,6.61,4.05,23450,GIA,None
Radiant,,H,VVS2,1.2,1.34,67.2,68,Excellent,Excellent,Thick to Very Thick,None,7.22,5.37,3.61,5500,GIA,None
Radiant,,G,VVS1,1,1.3,68.9,66,Excellent,Excellent,Slightly Thick to Thick,None,6.53,5.03,3.46,3840,GIA,None
Heart,,E,VS1,1.4,1.12,56.1,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.01,7.84,4.4,1740,IGI Lab-Grown,None
Heart,,D,VS1,1,1.16,61.8,60,Excellent,Excellent,Thick to Very Thick,None,5.86,6.82,4.22,4780,GIA,None
Pear,,F,VS2,1.2,1.68,62.9,58,Very Good,Very Good,Slightly Thick to Very Thick,None,9.75,5.79,3.64,4940,GIA,None
Radiant,,F,VS1,1.01,1.2,73.7,74,Very Good,Good,Very Thin to Thick,None,6.19,5.17,3.81,4060,GIA,Faint
Emerald,,H,VVS2,1,1.26,72.4,57,Excellent,Very Good,Thick to Very Thick,None,6.15,4.88,3.54,2780,GIA,None
Cushion Modified,Ideal,E,VS1,3.09,1.01,67.4,60,Excellent,Excellent,Medium to Thick,None,8.45,8.39,5.65,6720,GIA Lab-Grown,
Princess,Very Good,E,VVS2,1.01,1.02,74.5,77,Excellent,Very Good,Slightly Thick to Thick,None,5.41,5.3,3.95,3590,GIA,None
Pear,,E,VS1,1.01,1.62,61.4,60,Excellent,Very Good,Medium to Thick,None,8.91,5.5,3.38,3830,GIA,Medium
Round,Excellent,H,VS2,1,1.01,61.1,59,Excellent,Excellent,Slightly Thick,None,6.38,6.42,3.91,4030,GIA,None
Round,Ideal,E,VS1,1.58,1,61.1,58,Excellent,Excellent,Medium,Pointed,7.49,7.52,4.59,1840,IGI Lab-Grown,None
Radiant,,F,VS1,1.14,1.43,68,65,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.32,5.12,3.48,1170,IGI Lab-Grown,None
Cushion Modified,Ideal,F,VVS2,1.74,1.02,66.2,64,Excellent,Excellent,Medium to Thick,None,7.12,6.99,4.63,3370,GIA Lab-Grown,
Marquise,,D,VS1,1.5,1.85,63.5,61,Excellent,Excellent,Medium to Very Thick,None,10.96,5.92,3.76,18080,GIA,None
Round,Excellent,E,VS1,1.58,1,61.1,58,Excellent,Excellent,Medium,None,7.51,7.53,4.59,1800,GIA Lab-Grown,
Oval,,E,VS1,1.01,1.39,64.5,58,Excellent,Very Good,Slightly Thick to Very Thick,None,7.76,5.59,3.6,4840,GIA,Faint
Radiant,,H,VS2,1,1.23,74.2,56,Excellent,Excellent,Extremely Thick,None,6,4.86,3.61,2580,GIA,Faint
Pear,,E,VVS2,1,1.67,62.5,63,Excellent,Very Good,Medium to Thick,None,9.22,5.52,3.45,1120,GIA Lab-Grown,
Round,Very Good,G,VS2,1,1.01,59.1,62,Excellent,Very Good,Slightly Thick to Thick,None,6.4,6.48,3.81,1120,GIA,None
Radiant,,D,VS1,1.05,1.44,67,63,Excellent,Excellent,Thick,None,7.24,5.03,3.37,1120,GIA Lab-Grown,
Cushion Modified,Ideal,D,VVS2,2.39,1.02,67.6,58,Excellent,Excellent,Medium to Thick,None,7.63,7.46,5.05,4720,GIA Lab-Grown,
Princess,Ideal,E,VVS2,1.03,1.01,72.5,66,Excellent,Excellent,Thin,Pointed,5.47,5.42,3.93,1200,IGI Lab-Grown,None
Oval,,E,VS1,1.1,1.43,62.5,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.38,5.86,3.66,1070,IGI Lab-Grown,None
Round,Excellent,E,VS1,1.53,1,61.3,56,Excellent,Excellent,Medium,None,7.42,7.45,4.56,1740,GIA Lab-Grown,
Cushion,Ideal,F,VS1,2.08,1,67.3,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.43,7.4,4.98,2760,IGI Lab-Grown,None
Pear,,F,VS1,1.06,1.56,60.6,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.94,5.74,3.48,1050,IGI Lab-Grown,None
Pear,,F,VS1,1.1,1.6,62.5,58,Excellent,Excellent,Medium to Slightly Thick,None,9.2,5.76,3.6,1080,GIA Lab-Grown,
Marquise,,H,VS2,1.52,1.95,63.6,60,Excellent,Very Good,Medium to Very Thick,None,11.58,5.95,3.79,12100,GIA,None
Round,Excellent,D,VS1,1.58,1,60.6,58,Excellent,Excellent,Medium to Slightly Thick,None,7.53,7.55,4.57,1850,GIA Lab-Grown,
Oval,,F,VS1,1.08,1.5,61.7,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.55,5.69,3.51,1080,IGI Lab-Grown,None
Round,Excellent,D,VS1,1.5,1.01,60.1,59,Excellent,Excellent,Medium to Slightly Thick,None,7.39,7.43,4.46,1760,GIA Lab-Grown,
Radiant,,F,VS1,1.15,1.46,67.5,63,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.44,5.11,3.45,1180,IGI Lab-Grown,None
Cushion Modified,Very Good,H,VS2,1.01,1.3,67.8,61,Excellent,Excellent,Medium to Very Thick,None,6.66,5.13,3.48,2370,GIA,Faint
Round,Excellent,E,VS1,1.56,1,61.5,57,Excellent,Excellent,Medium to Slightly Thick,None,7.43,7.46,4.58,1780,GIA Lab-Grown,
Round,Excellent,H,VS2,1,1.01,62.3,58,Excellent,Excellent,Medium to Slightly Thick,None,6.32,6.38,3.96,3900,GIA,None
Marquise,,E,VS1,1.03,1.85,63.4,61,Excellent,Excellent,Slightly Thick to Very Thick,None,9.86,5.33,3.38,6780,GIA,None
Princess,Ideal,E,VVS2,1.09,1.01,72.7,71,Excellent,Very Good,Thin to Slightly Thick,None,5.65,5.6,4.07,4330,GIA,None
Round,Ideal,D,VS1,1.57,1,61.2,58,Excellent,Excellent,Medium,Pointed,7.46,7.48,4.57,1840,IGI Lab-Grown,None
Marquise,,D,VS1,1.2,2.09,61.4,59,Excellent,Very Good,Slightly Thick to Very Thick,None,11.37,5.44,3.34,8340,GIA,None
Princess,Ideal,E,VVS2,1.04,1.01,69.6,68,Excellent,Excellent,Medium,Pointed,5.62,5.59,3.89,1210,IGI Lab-Grown,None
Heart,,D,VVS1,1.01,1.13,57.9,63,Excellent,Excellent,Medium to Thick,None,6.29,7.13,4.13,5080,GIA,Faint
Oval,,D,VS1,1,1.4,60.4,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,8,5.73,3.46,1060,IGI Lab-Grown,None
Marquise,,G,VS1,1,1.81,65,56,Excellent,Very Good,Medium to Very Thick,None,9.55,5.28,3.43,4330,GIA,Medium
Round,Excellent,H,VS1,1.01,1.01,61.3,57,Excellent,Very Good,Medium to Slightly Thick,None,6.42,6.46,3.95,4100,GIA,None
Cushion Modified,Very Good,H,VS1,1.02,1.1,65.2,63,Excellent,Excellent,Slightly Thick to Thick,None,6.16,5.59,3.64,2190,GIA,None
Radiant,,G,VS1,1,1.36,69.4,65,Excellent,Very Good,Medium to Slightly Thick,None,6.71,4.94,3.43,3500,GIA,None
Marquise,,D,VS1,1,1.75,64.3,57,Excellent,Excellent,Slightly Thick to Very Thick,None,9.26,5.3,3.41,6420,GIA,None
Heart,,E,VS1,3.01,1.06,58.2,62,Excellent,Excellent,Thick to Extremely Thick,None,9.15,9.67,5.63,6430,GIA Lab-Grown,
Round,Ideal,D,VS1,1.55,1.01,60.6,58,Excellent,Excellent,Medium,Pointed,7.43,7.47,4.52,1810,IGI Lab-Grown,None
Marquise,,F,VVS2,1.4,2.07,63.7,57,Excellent,Excellent,Slightly Thick to Very Thick,None,11.81,5.7,3.63,10811,GIA,None
Princess,Ideal,G,VVS1,1.01,1.02,72.3,72,Excellent,Very Good,Medium to Slightly Thick,None,5.68,5.57,4.02,4020,GIA,None
Pear,,D,VS1,1.01,1.55,68.7,57,Excellent,Very Good,Very Thick to Extremely Thick,None,8.24,5.32,3.66,4020,GIA,Faint
Radiant,,D,VVS2,1.05,1.43,63.9,62,Excellent,Very Good,Slightly Thick to Thick,None,7.39,5.17,3.3,1260,GIA Lab-Grown,
Marquise,,E,VS1,1.09,1.98,63.8,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.57,5.33,3.4,1100,IGI Lab-Grown,None
Round,Excellent,D,VS1,1.52,1.01,62.2,58,Excellent,Excellent,Medium to Slightly Thick,None,7.35,7.39,4.58,1780,GIA Lab-Grown,
Round,Excellent,H,VS2,1.01,1,59.8,60,Excellent,Excellent,Medium to Slightly Thick,None,6.48,6.51,3.89,3940,GIA,None
Radiant,,H,VVS2,1.01,1.26,69,67,Excellent,Very Good,Very Thick,None,6.26,4.96,3.42,3870,GIA,None
Heart,,D,VVS2,1.21,1.19,57.8,63,Excellent,Very Good,Medium to Thick,None,6.38,7.62,4.4,7710,GIA,None
Heart,,G,VS2,1.02,1.19,63.3,61,Excellent,Excellent,Slightly Thick to Thick,None,5.75,6.86,4.34,3590,GIA,None
Round,Very Good,H,VS1,1,1.01,64.6,57,Excellent,Very Good,Medium to Thick,None,6.14,6.23,4,3420,GIA,Strong
Oval,,F,VS2,1.01,1.39,66.6,59,Excellent,Excellent,Thick to Very Thick,None,7.57,5.43,3.61,4230,GIA,Medium
Oval,,E,VS1,1,1.3,65.1,59,Excellent,Very Good,Thick to Very Thick,None,7.31,5.63,3.67,4590,GIA,None
Princess,Ideal,E,VS1,1.14,1.03,72.3,70,Excellent,Excellent,Medium,Pointed,5.79,5.6,4.05,4590,IGI Lab-Grown,None
Princess,Ideal,E,VS2,1.02,1.04,68.9,73,Excellent,Very Good,Medium to Thick,None,5.79,5.59,3.85,3450,GIA,None
Oval,,E,VS1,1.06,1.45,63,59,Excellent,Excellent,Slightly Thick,Pointed,8.26,5.71,3.6,1030,IGI Lab-Grown,None
Pear,,F,VS1,1.06,1.54,64.5,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.73,5.66,3.65,1050,IGI Lab-Grown,None
Princess,Ideal,H,VS1,1,1.01,73,72,Excellent,Very Good,Medium to Thick,None,5.56,5.49,4,3570,GIA,None
Radiant,,F,VS2,1.01,1.29,68.8,66,Very Good,Very Good,Thin to Thick,None,6.66,5.18,3.56,4890,GIA,None
Pear,,E,IF,1.01,1.63,56.5,58,Excellent,Excellent,Slightly Thick to Very Thick,None,9.17,5.64,3.19,4230,GIA,Strong
Princess,Ideal,E,VVS2,1.03,1.01,72.7,68,Excellent,Excellent,Thick to Very Thick,Pointed,5.39,5.32,3.87,1200,IGI Lab-Grown,None
Radiant,,F,VS1,1.05,1.42,66.9,63,Excellent,Excellent,Medium,Pointed,7.11,5.02,3.36,1080,IGI Lab-Grown,None
Radiant,,H,VVS2,1.01,1.26,67.6,66,Excellent,Excellent,Thick to Very Thick,None,6.31,5.02,3.39,3150,GIA,None
Round,Excellent,G,VS2,1,1.01,62.6,54,Excellent,Very Good,Slightly Thick,None,6.33,6.38,3.98,3960,GIA,Faint
Round,Excellent,H,VS1,1.02,1.01,62.6,57,Excellent,Excellent,Slightly Thick,None,6.37,6.42,4,3900,GIA,Faint
Round,Excellent,E,VS1,1.55,1,61.6,56,Excellent,Excellent,Medium to Slightly Thick,None,7.42,7.45,4.58,1770,GIA Lab-Grown,
Oval,,F,VS1,1.03,1.42,62.1,58,Excellent,Excellent,Medium,Pointed,8.1,5.72,3.55,1030,IGI Lab-Grown,None
Oval,,F,VS1,1,1.45,66.1,63,Excellent,Very Good,Thick to Extremely Thick,None,7.82,5.39,3.56,4730,GIA,None
Princess,Ideal,E,VS1,1.08,1.01,71.6,69,Excellent,Excellent,Medium,Pointed,5.63,5.6,4.01,1070,IGI Lab-Grown,None
Marquise,,D,VS1,1.02,1.91,61.8,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.28,5.37,3.32,1110,IGI Lab-Grown,None
Princess,Ideal,G,VS2,1,1,68,69,Excellent,Very Good,Thin to Very Thick,None,5.62,5.61,3.81,3860,GIA,None
Emerald,,H,VS2,1.02,1.36,68.3,64,Excellent,Excellent,Thick to Very Thick,None,6.53,4.81,3.29,2650,GIA,None
Round,Ideal,E,VS1,1.57,1,61.7,56,Excellent,Excellent,Medium,Pointed,7.47,7.49,4.61,1820,IGI Lab-Grown,None
Princess,Ideal,F,VVS1,1.01,1.02,67.2,75,Excellent,Very Good,Medium to Slightly Thick,None,5.76,5.66,3.8,4120,GIA,None
Radiant,,D,VVS2,1,1.28,69.7,65,Excellent,Excellent,Thick to Very Thick,None,6.33,4.95,3.45,4330,GIA,None
Round,Very Good,H,VVS2,1,1,64.3,56,Excellent,Excellent,Slightly Thick to Thick,None,6.22,6.24,4.01,3970,GIA,None
Princess,Ideal,E,VS1,1.08,1.01,73.1,68,Excellent,Excellent,Medium,Pointed,5.57,5.54,4.05,1070,IGI Lab-Grown,None
Oval,,F,VVS2,1.01,1.4,61.1,60,Excellent,Very Good,Slightly Thick to Thick,None,7.87,5.64,3.44,4890,GIA,Faint
Oval,,E,VS1,1.1,1.5,62.7,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.62,5.76,3.61,1070,IGI Lab-Grown,None
Round,Excellent,H,VS1,1.01,1.01,59,61,Excellent,Excellent,Slightly Thick,None,6.51,6.56,3.85,3790,GIA,Medium
Oval,,D,VS1,1.03,1.49,58.9,58,Excellent,Very Good,Thin to Slightly Thick,None,8.56,5.73,3.38,1040,GIA Lab-Grown,
Oval,,D,VS2,1,1.49,64.7,54,Excellent,Very Good,Thick to Very Thick,None,7.97,5.34,3.46,4670,GIA,Faint
Heart,,D,VS2,1.5,1.18,63.6,58,Excellent,Excellent,Medium to Very Thick,None,6.61,7.78,4.95,7810,GIA,Faint
Marquise,,D,VS1,1,1.97,66.1,57,Excellent,Very Good,Medium to Very Thick,None,10.02,5.09,3.37,6170,GIA,None
Oval,,D,VS1,1.01,1.4,56.7,61,Very Good,Very Good,Medium to Thick,None,8.1,5.79,3.28,6170,GIA,Medium
Pear,,D,VS1,1,1.6,62.4,60,Excellent,Very Good,Medium to Thick,None,8.95,5.58,3.48,1040,GIA Lab-Grown,
Round,Excellent,D,VS1,1.55,1,61.9,56,Excellent,Excellent,Medium to Slightly Thick,None,7.4,7.43,4.59,1810,GIA Lab-Grown,
Oval,,G,VS1,1,1.33,64.1,61,Excellent,Very Good,Thin to Very Thick,Very Small,7.46,5.61,3.59,4320,GIA,Faint
Pear,,D,VS1,1.01,1.62,61.4,59,Excellent,Excellent,Medium to Thick,None,8.97,5.53,3.39,4320,GIA Lab-Grown,
Marquise,,E,VS1,1.07,1.99,61,56,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.68,5.38,3.28,1080,IGI Lab-Grown,None
Pear,,H,VS1,1.01,1.49,64.5,56,Excellent,Excellent,Slightly Thick to Very Thick,None,8.34,5.61,3.61,4310,GIA,None
Round,Excellent,D,VS1,1.52,1.01,61.1,58,Excellent,Excellent,Medium,None,7.38,7.42,4.52,4310,GIA Lab-Grown,
Cushion Modified,Ideal,F,VS1,4.03,1.04,66.7,64,Excellent,Excellent,Slightly Thick to Thick,None,9.63,9.26,6.17,7680,GIA Lab-Grown,
Oval,,E,VS1,1.06,1.47,61.5,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.41,5.72,3.52,1030,IGI Lab-Grown,None
Round,Excellent,E,VS1,1.53,1,61,58,Excellent,Excellent,Medium to Slightly Thick,None,7.41,7.44,4.53,1740,GIA Lab-Grown,
Oval,,D,VS1,1.01,1.46,63.4,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.15,5.58,3.54,1080,IGI Lab-Grown,None
Radiant,,F,VS1,1,1.43,67.8,66,Excellent,Excellent,Medium,Pointed,7.02,4.91,3.33,1040,IGI Lab-Grown,None
Pear,,E,VS1,1,1.45,63.9,62,Excellent,Excellent,Thick to Very Thick,None,8.07,5.57,3.56,4990,GIA,None
Pear,,H,IF,1.03,1.56,58.5,57,Excellent,Excellent,Slightly Thick to Thick,None,8.92,5.7,3.34,4810,GIA,None
Princess,Ideal,D,VS1,1.06,1.02,72.1,69,Excellent,Excellent,Medium,Pointed,5.61,5.51,3.97,1140,IGI Lab-Grown,None
Cushion Modified,Ideal,F,VS1,2.04,1.02,68.1,63,Excellent,Excellent,Medium to Slightly Thick,None,7.42,7.31,4.97,4860,GIA Lab-Grown,
Marquise,,D,VS1,1.03,2.17,60.2,55,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.27,5.2,3.13,1120,IGI Lab-Grown,None
Oval,,F,VS2,1,1.32,64.5,59,Excellent,Excellent,Slightly Thick to Thick,None,7.5,5.7,3.67,4060,GIA,Medium
Princess,Ideal,E,VS1,1.04,1.03,70.7,65,Excellent,Excellent,Slightly Thick to Thick,None,5.69,5.5,3.89,1040,GIA Lab-Grown,
Oval,,E,VS1,1.08,1.44,61.2,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.36,5.82,3.56,1050,IGI Lab-Grown,None
Marquise,,E,VS1,1.01,2.04,63.9,57,Excellent,Very Good,Thick to Very Thick,None,10.48,5.14,3.28,5730,GIA,None
Princess,Very Good,H,VS1,1.01,1.05,72.8,77,Very Good,Good,Thin to Very Thick,None,5.71,5.46,3.97,2710,GIA,None
Round,Excellent,H,VS1,1.07,1.01,60.6,59,Excellent,Excellent,Medium to Slightly Thick,None,6.61,6.65,4.02,2710,GIA,None
Marquise,,D,VS1,1.21,1.87,63.5,57,Excellent,Excellent,Slightly Thick to Thick,None,10.45,5.58,3.54,8400,GIA,None
Pear,,E,VS1,1.07,1.6,61.4,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.11,5.68,3.49,1080,IGI Lab-Grown,None
Pear,,G,VS1,1,1.51,63.4,62,Excellent,Excellent,Medium to Thick,None,8.51,5.62,3.57,4220,GIA,None
Oval,,D,VS1,1.02,1.46,62,58,Excellent,Excellent,Medium to Slightly Thick,None,8.31,5.71,3.54,1080,GIA Lab-Grown,
Marquise,,H,VS2,1,2.36,65.4,65,Very Good,Very Good,Thick to Very Thick,None,11.21,4.74,3.1,3560,GIA,Medium
Heart,,D,VVS1,1.01,1.13,57.8,59,Excellent,Excellent,Medium to Thick,None,6.23,7.03,4.06,4170,GIA,Strong
Radiant,,D,VS1,1.11,1.39,68.5,66,Excellent,Excellent,Medium,Pointed,7.4,5.34,3.66,1180,IGI Lab-Grown,None
Marquise,,E,VVS2,1.12,2.02,61.4,59,Excellent,Excellent,Slightly Thick to Thick,None,11.07,5.48,3.36,1300,GIA Lab-Grown,
Pear,,E,VS1,1.05,1.63,62.8,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.12,5.59,3.51,1060,IGI Lab-Grown,None
Pear,,H,IF,1.03,1.5,63.5,58,Excellent,Excellent,Slightly Thick to Thick,None,8.48,5.64,3.58,3870,GIA,None
Heart,,E,VS1,1.04,1.11,57.3,62,Excellent,Very Good,Slightly Thick to Thick,None,6.43,7.16,4.1,6480,GIA,None
Marquise,,E,VS1,1.08,2.03,59.7,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,11,5.41,3.23,1090,IGI Lab-Grown,None
Marquise,,G,VS2,2.62,2.03,63.6,65,Good,Good,Medium to Slightly Thick,Small,14.1,6.96,4.42,35350,GIA,Faint
Oval,,H,VVS2,1.01,1.39,63.8,61,Excellent,Excellent,Slightly Thick to Very Thick,None,7.72,5.55,3.54,3870,GIA,None
Princess,Ideal,E,VVS2,1.02,1.03,71.1,66,Excellent,Excellent,Slightly Thick,Pointed,5.53,5.39,3.83,1190,IGI Lab-Grown,None
Cushion Modified,Ideal,D,VVS2,3.01,1.03,66.6,63,Excellent,Excellent,Slightly Thick to Thick,None,8.64,8.38,5.58,8180,GIA Lab-Grown,
Heart,,E,VS1,3.71,1.15,57.7,54,Excellent,Excellent,Medium to Thick,None,9.55,10.96,6.33,8120,GIA Lab-Grown,
Pear,,E,VS1,1.09,1.65,61.7,58,Excellent,Excellent,Thin to Medium,Pointed,9.45,5.74,3.54,1100,IGI Lab-Grown,None
Marquise,,D,VS1,1.01,1.81,62.7,56,Excellent,Good,Slightly Thick to Very Thick,None,9.64,5.34,3.35,6050,GIA,None
Heart,,D,VS1,5.02,1.08,56.7,63,Excellent,Very Good,Slightly Thick to Very Thick,None,10.92,11.83,6.71,12120,GIA Lab-Grown,
Radiant,,F,VVS2,1.16,1.3,68.4,66,Excellent,Excellent,Thick,None,7.05,5.42,3.71,1270,GIA Lab-Grown,
Cushion,Ideal,F,VS1,2.18,1.03,67.2,61,Excellent,Excellent,Medium to Thick,Pointed,7.5,7.29,4.9,2900,IGI Lab-Grown,None
Radiant,,G,VVS2,1.05,1.3,68.5,64,Excellent,Excellent,Thick,None,6.6,5.06,3.47,4240,GIA,None
Marquise,,F,VS1,1.38,2.22,61.8,61,Excellent,Excellent,Medium to Thick,None,12.57,5.66,3.5,4240,GIA Lab-Grown,
Cushion Modified,Ideal,D,VVS1,2.31,1.01,67.6,62,Excellent,Excellent,Slightly Thick to Thick,None,7.49,7.4,5.01,5330,GIA Lab-Grown,
Oval,,D,VS2,1.01,1.4,62.4,60,Excellent,Excellent,Slightly Thick to Thick,None,8.03,5.74,3.58,5260,GIA,None
Cushion Modified,Ideal,D,VVS1,2.27,1,67.7,61,Excellent,Excellent,Medium to Slightly Thick,None,7.41,7.39,5,5240,GIA Lab-Grown,
Round,Excellent,E,VS1,1.57,1,60.3,58,Excellent,Excellent,Thin to Slightly Thick,None,7.52,7.55,4.55,1790,GIA Lab-Grown,
Oval,,H,VS2,1.01,1.45,61.8,58,Excellent,Excellent,Medium to Thick,None,8.08,5.57,3.44,1790,GIA,None
Heart,,D,VS1,3.02,1.12,56.8,59,Excellent,Excellent,Medium to Thick,None,9.11,10.2,5.8,6960,GIA Lab-Grown,
Round,Excellent,D,VS1,1.58,1,61,57,Excellent,Excellent,Medium to Slightly Thick,None,7.51,7.52,4.58,1850,GIA Lab-Grown,
Round,Excellent,D,VS1,1.52,1,61.8,57,Excellent,Excellent,Medium to Slightly Thick,None,7.37,7.39,4.56,1780,GIA Lab-Grown,
Radiant,,G,VS1,1.01,1.29,67.3,68,Excellent,Excellent,Slightly Thick to Thick,None,6.53,5.06,3.4,4040,GIA,None
Heart,,D,VVS2,1.78,1.18,59.6,57,Excellent,Excellent,Slightly Thick to Extremely Thick,None,7.12,8.42,5.02,3310,GIA Lab-Grown,
Marquise,,D,VS1,1,1.85,61,61,Excellent,Excellent,Medium to Thick,None,9.98,5.4,3.29,6800,GIA,Faint
Heart,,D,VVS2,1,1.16,60.4,60,Excellent,Very Good,Medium to Extremely Thick,None,5.86,6.78,4.1,5120,GIA,Faint
Heart,,F,VS1,3.42,1.16,58.3,56,Excellent,Excellent,Thin to Thick,None,9.13,10.62,6.19,6170,GIA Lab-Grown,
Pear,,D,VS1,1,1.56,62.5,59,Excellent,Very Good,Medium to Thick,None,8.8,5.63,3.52,1040,GIA Lab-Grown,
Heart,,G,VS2,1.13,1.08,55.1,58,Excellent,Excellent,Medium to Very Thick,None,6.63,7.18,3.96,6730,GIA,Medium
Oval,,E,VS2,1.01,1.63,59.8,57,Excellent,Very Good,Slightly Thick to Very Thick,None,8.79,5.39,3.22,3790,GIA,Strong
Radiant,,E,VS2,1.01,1.26,70.7,68,Excellent,Very Good,Thick,None,6.24,4.95,3.5,3420,GIA,None
Heart,,E,VVS2,3.02,1.12,60.3,62,Excellent,Excellent,Slightly Thick to Thick,None,8.81,9.91,5.98,6820,GIA Lab-Grown,
Cushion Modified,Ideal,D,VVS1,2.41,1.05,68.6,59,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.96,7.57,5.19,6610,IGI Lab-Grown,None
Princess,Ideal,H,VVS1,1.03,1.02,73.3,75,Excellent,Excellent,Slightly Thick to Thick,None,5.55,5.45,3.99,3210,GIA,Faint
Cushion Modified,Ideal,E,VVS2,1.77,1.01,68.1,65,Excellent,Excellent,Thin to Thick,None,7.14,7.09,4.83,2870,GIA Lab-Grown,
Radiant,,E,VS1,1.07,1.18,71.3,67,Excellent,Very Good,Slightly Thick to Thick,None,6.19,5.25,3.74,4930,GIA,Faint
Marquise,,E,VVS2,1.09,2.03,63.1,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.87,5.36,3.38,1280,IGI Lab-Grown,None
Heart,,D,VVS2,1.1,1.18,57.9,59,Excellent,Very Good,Slightly Thick to Thick,None,6.19,7.31,4.24,5110,GIA,Faint
Round,Excellent,H,VS1,1.01,1.01,62.5,58,Excellent,Excellent,Medium to Slightly Thick,None,6.37,6.41,3.99,3880,GIA,Faint
Oval,,H,VS1,1,1.46,56.8,61,Excellent,Good,Slightly Thick to Extremely Thick,None,8.07,5.51,3.13,4710,GIA,None
Princess,Ideal,G,VS1,1.01,1,74.2,71,Very Good,Very Good,Medium to Thick,None,5.43,5.42,4.02,3570,GIA,Faint
Pear,,E,VS1,1.07,1.6,62.9,59,Excellent,Excellent,Medium to Thick,None,9.09,5.69,3.58,1080,GIA Lab-Grown,
Radiant,,G,VS1,1.01,1.28,68.6,68,Excellent,Very Good,Slightly Thick to Very Thick,None,6.41,5.02,3.44,3590,GIA,None
Princess,Very Good,G,VS1,1.01,1.03,75.1,67,Excellent,Very Good,Medium to Slightly Thick,None,5.53,5.37,4.03,3480,GIA,None
Princess,Ideal,H,VS1,1.02,1,72.7,74,Excellent,Excellent,Slightly Thick,None,5.63,5.62,4.09,3630,GIA,None
Marquise,,D,VS1,1.09,2.1,60.7,58,Excellent,Very Good,Thin to Thick,None,11.23,5.35,3.25,1130,GIA Lab-Grown,
Cushion Modified,Ideal,E,VVS1,1.84,1.03,69.5,59,Excellent,Excellent,Medium to Very Thick,None,7.01,6.8,4.73,3570,GIA Lab-Grown,
Cushion Modified,Ideal,D,VS1,3.02,1.03,66.8,65,Excellent,Excellent,Medium to Thick,None,8.59,8.36,5.58,8100,GIA Lab-Grown,
Oval,,E,VS2,1.01,1.41,62.8,60,Excellent,Excellent,Medium to Very Thick,None,7.85,5.58,3.5,4840,GIA,None
Pear,,E,VS1,1.06,1.55,62.1,56,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.85,5.72,3.55,1070,IGI Lab-Grown,None
Pear,,E,VS1,1.16,1.69,63.4,60,Excellent,Very Good,Thin to Thick,None,9.7,5.73,3.63,1100,GIA Lab-Grown,
Round,Ideal,D,VS1,1.56,1,61.5,57,Excellent,Excellent,Medium,Pointed,7.44,7.46,4.58,1830,IGI Lab-Grown,None
Pear,,E,VS1,1.07,1.55,63.2,57,Excellent,Excellent,Slightly Thick to Thick,None,8.88,5.72,3.62,1080,GIA Lab-Grown,
Princess,Ideal,H,VS1,1.2,1.02,71.5,75,Very Good,Very Good,Medium to Slightly Thick,None,6.1,5.98,4.27,4170,GIA,None
Heart,,D,VS1,2.1,1.13,56.3,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.9,8.91,5.02,3690,IGI Lab-Grown,None
Radiant,,F,VS1,1.03,1.43,67,64,Excellent,Excellent,Medium,Pointed,7.1,4.97,3.33,1070,IGI Lab-Grown,None
